title,description,category,condition,original_price,final_price
羽绒服 尺码L,羽绒服 尺码L，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/dress,good,697,363
零食大礼包,零食大礼包，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/tea_coffee,like_new,22,11
咖啡粉（食品饮料/饮料酒水）,咖啡粉，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/drinks,new,113,90
牛仔裤 尺码L,牛仔裤 尺码L，洗护得当，颜色保持良好，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/bag,new,148,110
奶茶券（食品饮料/其他食品）,奶茶券，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/other_food,fair,177,65
小型冰箱,小型冰箱，在校期间使用，整体成色良好，适合有同样兴趣的同学，支持当面验货。,other/musical,like_new,120,74
蓝牙耳机 256G 2023款（电子产品/智能手表/手环）,蓝牙耳机 256G 2023款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/watch,like_new,7153,5133
奶茶券,奶茶券，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/drinks,like_new,69,37
雨伞,雨伞，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/personal_care,fair,293,118
经典小说 第七版,经典小说 第七版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/textbook,new,24,17
瑜伽垫,瑜伽垫，在学校操场使用，表面有轻微磨损，适合日常锻炼，校内自提优先。,sports/running,fair,983,341
风衣 尺码L（服装配饰/包包）,风衣 尺码L，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/bag,good,546,267
iPhone 14 64G 2020款,iPhone 14 64G 2020款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，校内自提优先。,electronics/headphone,good,6749,2720
电饭煲,电饭煲，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/other_daily,good,177,89
零食大礼包（食品饮料/保健食品）,零食大礼包，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/health_food,good,129,88
零食大礼包,零食大礼包，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/tea_coffee,like_new,104,59
收纳盒,收纳盒，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/storage_box,good,76,44
风衣 尺码M（服装配饰/首饰）,风衣 尺码M，穿着次数不多，细看有少量小污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/jewelry,fair,487,204
牛仔裤 尺码S,牛仔裤 尺码S，洗护得当，颜色保持良好，细看有少量小污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/bag,poor,273,47
高数 同济版 第六版（图书教材/其他图书）,高数 同济版 第六版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/other_books,like_new,92,52
羽毛球拍,羽毛球拍，在学校操场使用，表面有轻微磨损，适合日常锻炼，看中的话可以小刀一点。,sports/yoga,fair,440,104
卫衣 尺码M,卫衣 尺码M，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/other_clothing,good,583,256
吹风机,吹风机，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/furniture,fair,1690,599
经典小说 最新版,经典小说 最新版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/other_books,new,114,98
尤克里里,尤克里里，在校期间使用，整体成色良好，适合有同样兴趣的同学，校内自提优先。,other/other_other,new,1526,1231
运动护膝,运动护膝，在学校体育馆使用，整体状态很好，适合日常锻炼，校内自提优先。,sports/outdoor,new,1435,1193
四六级模拟题 第六版（图书教材/教材课本）,四六级模拟题 第六版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，支持当面验货。,books/textbook,good,157,98
电饭煲（日用百货/清洁用品）,电饭煲，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/cleaning,good,129,68
概率论教程 考研专用,概率论教程 考研专用，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，支持当面验货。,books/professional,fair,188,82
小型冰箱（其他/家具）,小型冰箱，在校期间使用，整体成色良好，适合有同样兴趣的同学，校内自提优先。,other/furniture,new,1857,1415
卫衣 尺码S,卫衣 尺码S，穿着次数不多，细看有少量小污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/bottom,fair,285,96
概率论教程 考研专用,概率论教程 考研专用，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/reference,good,88,45
线性代数 第七版,线性代数 第七版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/magazine,fair,60,25
iPad Pro 128G 2022款,iPad Pro 128G 2022款，主要用来上网课，外观几乎无划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/headphone,like_new,6455,4736
专业课教材 第七版,专业课教材 第七版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/textbook,good,72,28
电饭煲（日用百货/收纳用品）,电饭煲，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/storage_box,fair,223,45
画板,画板，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/other_other,good,342,188
饮料套餐,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/snacks,like_new,169,97
卫衣 尺码M（服装配饰/首饰）,卫衣 尺码M，只在换季时偶尔穿，无明显污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/jewelry,like_new,458,276
跑步鞋,跑步鞋，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/sports_shoes,good,1112,707
咖啡粉,咖啡粉，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/tea_coffee,like_new,118,90
饮料套餐,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/other_food,new,175,151
咖啡粉,咖啡粉，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/drinks,new,142,101
吹风机,吹风机，在校期间使用，整体成色良好，适合有同样兴趣的同学，校内自提优先。,other/ticket,fair,1095,255
四六级模拟题 考研专用,四六级模拟题 考研专用，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，支持当面验货。,books/professional,good,73,31
机械键盘 128G 2021款,机械键盘 128G 2021款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/charger,fair,839,292
台灯,台灯，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/cleaning,good,488,233
瑜伽垫（运动用品/骑行装备）,瑜伽垫，在学校体育馆使用，整体状态很好，适合日常锻炼，看中的话可以小刀一点。,sports/cycling,new,245,209
线性代数 第六版,线性代数 第六版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/novel,like_new,12,8
专业参考书 第七版,专业参考书 第七版，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，校内自提优先。,books/language,like_new,65,36
帆布包 尺码L,帆布包 尺码L，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/outerwear,like_new,720,549
经典小说 考研专用,经典小说 考研专用，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/reference,poor,181,30
零食大礼包,零食大礼包，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/instant_food,new,46,33
双肩包 尺码L（服装配饰/首饰）,双肩包 尺码L，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/jewelry,good,396,171
画板,画板，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，支持当面验货。,other/service,good,2929,1827
漫画合集 第六版,漫画合集 第六版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，校内自提优先。,books/textbook,like_new,143,81
机械键盘 512G 2022款,机械键盘 512G 2022款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，支持当面验货。,electronics/watch,good,7803,4849
固态硬盘 512G 2022款（电子产品/台式电脑）,固态硬盘 512G 2022款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/desktop,good,4155,2114
风衣 尺码S（服装配饰/上装）,风衣 尺码S，穿着次数不多，细看有少量小污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/top,good,349,209
雨伞,雨伞，宿舍自用，几乎全新，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/bedding,new,174,121
手办模型（其他/其他）,手办模型，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，支持当面验货。,other/other_other,fair,2660,1188
收纳盒,收纳盒，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/decoration,good,145,94
哑铃套装,哑铃套装，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，校内自提优先。,sports/outdoor,good,294,189
